stereotypy,spectral_centroid_hz,spectral_bandwidth_hz,call_duration_s,decoy_sim_top1,decoy_sim_mean,species,n_recordings,n_shot,shot_strategy,n_heldout_calls,clf_train_acc,perch_version,perch_embed_dim,perch_peak_norm,perch_backend,verifier,encoder_seed,fusion,feature,n_seeds,use_timefilter,use_hard_neg,ap,f1,p,r,fptp,auc,ratio,fa_per_hr,fa_per_hr_r90,ap_sd,f1_sd,p_sd,r_sd,fptp_sd,auc_sd,ratio_sd,fa_per_hr_sd,fa_per_hr_r90_sd
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,perch only    (v),pcen,3,False,False,0.5625354394831561,0.6902892160570454,0.765451364259706,0.6333333333333333,0.3444444444444444,0.7865046296296296,0.4438111228938377,0.5,181.5,0.14859504422481604,0.12522105400885894,0.1806015974122557,0.09999999999999998,0.3384332091226229,0.025934532714894203,0.08957959382726881,0.8660254037844386,58.57687256929991
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,p * v,pcen,3,False,False,0.5801307446596589,0.6458456463097214,0.7197240536106726,0.5916666666666667,0.33888888888888885,0.6100231481481481,0.8496629838093254,72.5,182.0,0.142934189994652,0.0973740527854167,0.11732117536028512,0.11211353372561426,0.41677776296691227,0.04371704740777329,0.03871942909975949,67.18816860132445,56.967095765889276
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,p * sqrt(v),pcen,3,False,False,0.5727316409714306,0.637337670458271,0.6794871794871794,0.6055555555555555,0.35555555555555557,0.5883101851851852,0.8957531022678649,79.5,181.0,0.14617355453980993,0.0978277225543807,0.13550775849167032,0.09730155493409441,0.3938179688543841,0.045480138143314586,0.03333997396395389,63.4448579476698,57.71265025971343
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,sqrt(p) * v,pcen,3,False,False,0.5894639368232023,0.6587882795599709,0.7383876717842562,0.6027777777777779,0.3,0.6421527777777779,0.8346638217513398,63.0,180.5,0.13977588616296657,0.08845582915097606,0.11524707741804854,0.11314117696897948,0.37675515184857716,0.03799334686315747,0.07890182022328047,53.075418038862395,54.380603159582556
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,0,geo mean sqrt(p*v),pcen,3,False,False,0.5801307446596589,0.6458456463097214,0.7197240536106726,0.5916666666666667,0.33888888888888885,0.6100231481481481,0.8496629838093254,72.5,182.0,0.142934189994652,0.0973740527854167,0.11732117536028512,0.11211353372561426,0.41677776296691227,0.04371704740777329,0.03871942909975949,67.18816860132445,56.967095765889276
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,stage-1 only  (p),pcen,3,False,False,0.5821850813519555,0.6227371626697313,0.716559311481173,0.5527777777777777,0.3833333333333333,0.5666898148148148,0.8402250030157007,28.0,238.0,0.05366875790729576,0.0637341058007023,0.11972040120513101,0.03367876570272816,0.2362907813126304,0.06719729986430632,0.12574351368773107,12.932517156377562,85.93747727272427
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,perch only    (v),pcen,3,False,False,0.5721138101985108,0.6987837360803569,0.7323001865403932,0.6694444444444444,0.29444444444444445,0.758125,0.35278767139232253,0.5,237.5,0.059727514607859855,0.05334159106128669,0.08617793448304704,0.026787918780535953,0.13368010461684407,0.02356654290396543,0.1734007918114165,0.8660254037844386,86.48554792565056
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,p * v,pcen,3,False,False,0.582592010895237,0.6374651240795486,0.7327913279132791,0.5666666666666667,0.2888888888888889,0.6239583333333334,0.8564213564213564,54.0,237.0,0.05118152638251155,0.057155137805281635,0.019070739393356618,0.08207381501496754,0.14938144066387501,0.06767353094174601,0.08333567583521943,69.34154598795732,85.6314778571525
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,p * sqrt(v),pcen,3,False,False,0.5756796213774659,0.6269838837907202,0.7599755387429511,0.5416666666666666,0.35555555555555557,0.599513888888889,0.7861232943469786,42.0,237.0,0.052392757061922,0.06430240760248569,0.08658922062607295,0.09013878188659975,0.20838888148345613,0.06893535619211183,0.05394033949069127,50.8010826656283,85.6314778571525
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,sqrt(p) * v,pcen,3,False,False,0.5951753234724767,0.6540495063273536,0.7555814354727399,0.5833333333333334,0.22222222222222224,0.6521990740740741,0.792695866225278,55.5,238.5,0.047401713642543274,0.05442620485413023,0.022499820997023558,0.1024017143953709,0.10715167512214394,0.05931032594223781,0.07384372364045969,79.52829685086938,85.3946719649417
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,1,geo mean sqrt(p*v),pcen,3,False,False,0.582592010895237,0.6374651240795486,0.7327913279132791,0.5666666666666667,0.2888888888888889,0.6239583333333334,0.8564213564213564,54.0,237.0,0.05118152638251155,0.057155137805281635,0.019070739393356618,0.08207381501496754,0.14938144066387501,0.06767353094174601,0.08333567583521943,69.34154598795732,85.6314778571525
0.3387950360774994,4402.924413003717,2265.8378198896394,0.05013756613756614,0.38960886001586914,0.35879161208868027,barswa,500,5,rated,495,0.8852459016393442,v2,1536,0.25,tf,logreg,2,stage-1 only  (p),pcen,3,False,False,0.5758876322721315,0.6442499988631235,0.7094954568901305,0.5916666666666667,0.4444444444444444,0.5435879629629629,0.8794037940379403,55.5,202.0,0.1340475121472048,0.11555920021807692,0.15288093139152853,0.09464847243000456,0.45531836643695234,0.03887402576419408,0.06665840387686922,55.072679252057455,77.13462257637617
